"title","views"
"Urgente: Especialista descobre que venezuela é um regime capitalista!","36437"
"MBL NEWS | 04/05/18 | Cunha continua preso, PF x Lula e  Temer sugere mudança na indicação do STF","5551"
"GUILHERME BOULOS, MTST E PSOL! Perigo nas eleições 2018","36391"
"Café com MBL || 04/05 || Lula sai? - Chora Boulos  e mais!","3657"
"CIRO NA PRESIDÊNCIA EM 2018? SÉRIO??","36940"
