"title","views"
"Michel Temer: Temos que nos abrir para o mundo, preservando sempre as questões nacionais","22"
"Michel Temer: Acordos bilaterais impulsionam relações entre Brasil e Suriname","16"
"Presidente Temer recebe catarinense que trabalha há 80 anos na mesma empresa","61"
"Brasil e Chile celebram livre comércio e relações econômicas","35"
"Presidente Michel Temer cria conselhos dos técnicos industriais e agrícolas","38"
