"title","views"
"Guilherme Boulos responde!","904"
"Da ocupação para a casa própria - MTST","111"
"Córtex: O Brasil sem chão e a terra firme dos Sem-Teto","242"
"Guilherme Boulos | Por que ocupamos?","718"
"Vamos com Guilherme Boulos e Sonia Guajajara em Belo Horizonte","81"
