"title","views","likes","dislikes","comments","favorites","url"
"SOBRE A CONDENAÇÃO DE LULA E OS DESAFIOS DA LUTA","433","27","29","18","0","https://www.youtube.com/watch?v=F3RoxsAt92s"
"DIA 24 DE JANEIRO VAMOS TOMAR AS RUAS PELA DEMOCRACIA","194","13","17","29","0","https://www.youtube.com/watch?v=LWEAjqybGYA"
