"title","views","likes","dislikes","comments","favorites","url"
"O Que está Havendo Em Israel","431","215","1","3","0","https://www.youtube.com/watch?v=GCrtA4XracM"
"CENSURA NO FACEBOOK - DIREITA BRASILEIRA TOMA GOLPE.","2493","521","2","70","0","https://www.youtube.com/watch?v=ZbbSQ9td_hg"
