"title","views","likes","dislikes","comments","favorites","url"
"Palestra de Marina Silva na Universidade de Oxford","536","94","5","21","0","https://www.youtube.com/watch?v=FvNsjk62Xi8"
"Temer, Aécio, Renan e cia também precisam ser punidos","855","82","27","51","0","https://www.youtube.com/watch?v=L14U9aasDek"
"Se a escola for boa pra todo mundo, a gente muda a realidade do Brasil","471","61","8","20","0","https://www.youtube.com/watch?v=WyggT8Q-MIM"
"Não vale tudo para ganhar uma eleição","462","63","6","25","0","https://www.youtube.com/watch?v=EXLN3qXkNpY"
