"title","views","likes","dislikes","comments","favorites","url"
"VEREADOR CONDENADO DEFENDE ASSASSINO MORTO PELA POLICIAL","942","280","2","63","0","https://www.youtube.com/watch?v=k6K4QEEZ-DM"
"PRECISAMOS DE SUA AJUDA","1143","380","3","45","0","https://www.youtube.com/watch?v=xMWFE66Dquk"
