"title","views"
"13 dias de resistência em Curitiba - Acampamento Lula Livre","1703"
"A Casa da Democracia é uma realidade!","1320"
"12 dias de ocupação em Curitiba - Apoio internacional à Lula","4281"
"Adolfo Pérez Esquivel indica Lula ao Prêmio Nobel da Paz","2727"
"Lindbergh Farias - Desmilitarização da Polícia Militar","1719"
