"title","views"
"Pequena história da hegemonia esquerdista nas escolas e universidades brasileiras","266"
"Flagrante de doutrinação em escola de Santa Catarina","22"
"Escola sem Partido derrota totalitarismo “do bem” na UFLA","86"
