"title","views"
"General Mourão manda novo recado a nação Brasileira","814"
"Michel Temer expulso da tragedia no centro de São Paulo","159"
"Terroristas marcando dinheiro brasileiro!","327"
"Real Madrid 1 X 1 Bayer de Munique - 10 min - 1°tempo","0"
"Real Madrid 0 X 1 Bayer de Munique - 3 min 1°tempo","0"
