"title","views"
"Usando tática do MST ativistas quilombolas de Eldorado/SP fecham rodovia.","2830"
"A Passagem de comando no Comando Militar do Sudeste. Parabéns aos Generais Campos e Ramos.","7026"
"Ex-militante de esquerda fala sobre Jair Bolsonaro.","17864"
"General Mourão, os valores da nossa sociedade e o Deputado Jair Bolsonaro.","9186"
"SOMOS UM SÓ POVO","17763"
