"title","views","likes","dislikes","comments","favorites","url","publishedAt","description","tags","embeddable","duration","thumbnail","related_to_video","video_category"
"Levy Fidelix em sabatina na UNICURITIBA","69","18","0","1","0","https://www.youtube.com/watch?v=1bn-THlsaGI","2018-05-21T01:06:28.000Z","","['#prtb; #levyfidelix; #aerotrem; #partidopolítica', '#idéias', '#projetos']",True,"PT1H22M44S","https://i.ytimg.com/vi/1bn-THlsaGI/hqdefault.jpg","https://www.youtube.com/watch?v=hQSWrblm3K0,https://www.youtube.com/watch?v=z_JYuXdMzuY,https://www.youtube.com/watch?v=s38WGrxjKWg,https://www.youtube.com/watch?v=wRTk2YyuTUw,https://www.youtube.com/watch?v=tMwr9CRyCnI,","Notícias e política"
"Levy Fidelix concede entrevista à Rádio Jornal Caruaru","95","18","0","2","0","https://www.youtube.com/watch?v=4Fe3zbRS28Y","2018-05-20T20:58:11.000Z","Leia a matéria na íntegra em http://noticias.ne10.uol.com.br/interior/agreste/noticia/2018/05/03/levy-fidelix-concede-entrevista-a-radio-jornal-caruaru-ouca-724598.php","['#prtb; #levyfidelix; #aerotrem; #partidopolítica', '#idéias', '#projetos']",True,"PT17M45S","https://i.ytimg.com/vi/4Fe3zbRS28Y/hqdefault.jpg","https://www.youtube.com/watch?v=ucfjAnFy2qs,https://www.youtube.com/watch?v=q_rUPkiH-DY,https://www.youtube.com/watch?v=vImFwZ6ZQbA,https://www.youtube.com/watch?v=tMwr9CRyCnI,https://www.youtube.com/watch?v=Nz7WM4_i1BU,","Notícias e política"
