"title","views"
"MBL NEWS | 02/05/18 | Desastre em SP, seguro desemprego para pagar calote e delação de Renato Duque","4328"
"Deputado petista tenta ""censurar"" STF/STJ - Assista!","5553"
"Café com MBL   // 02/05 // Tragédia em SP,  Lula na parede e mais!","4170"
"Teste do Sofá ep. 29 | Prof. Thomas Giulliano","11206"
"Cenário das ELEIÇÕES 2018 - Por Renan Santos","24047"
