"title","views"
"Presidente Temer recebe catarinense que trabalha há 80 anos na mesma empresa","34"
"Em pronunciamento, presidente Temer anuncia reajuste do Bolsa Família","236"
"Brasil e Chile celebram livre comércio e relações econômicas","32"
"Presidente Michel Temer cria conselhos dos técnicos industriais e agrícolas","38"
"Presidente Michel Temer sanciona projeto de lei para segurança pública","48"
