"title","views","likes","dislikes","comments","favorites","url"
"Lula: Jamais poderão aprisionar nossos sonhos","2490","disabled","disabled","disabled","0","https://www.youtube.com/watch?v=OZbURwBzfK4"
"Dilma e Amorim denunciam milícias à mídia internacional","550","disabled","disabled","disabled","0","https://www.youtube.com/watch?v=zr6J20IR9J0"
