"title","views","likes","dislikes","comments","favorites","url"
"Dra. Bel Saide fala sobre Ginecologia Natural","34","0","0","0","0","https://www.youtube.com/watch?v=_KM9LXXzMj8"
"Últimos dias!","20","2","0","0","0","https://www.youtube.com/watch?v=7JTQIOKtOkI"
