"title","views"
"POLÍTICA DE COTA PARA JUVENTUDE RURAL","31"
"ACAMPAMENTO ""LULA LIVRE"" - BRASÍLIA/DF","223"
"Jamais poderão aprisionar nossos sonhos!","91"
"Os povos do cerrado estão resistindo!","76"
"Precisamos de ÁGUA para alimentar o Brasil!","194"
