"title","views"
"Brasil e Chile celebram livre comércio e relações econômicas","23"
"Presidente Michel Temer cria conselhos dos técnicos industriais e agrícolas","35"
"Presidente Michel Temer sanciona projeto de lei para segurança pública","42"
"Presidente Michel Temer defende união para manter conquistas no País","107"
"Diplomacia fortalece a voz do Brasil no mundo, destaca presidente Michel Temer","56"
