"title","views"
"ENTREVISTA BOLSONARO - DMTV GOIÂNIA.","3858"
"Afinal, qual será o temor do Senador Lindbergh do PT/RJ?","6433"
"Lindbergh Farias responsabiliza Bolsonaro, Moro e Globo por tiros em Curitiba.","18136"
"- Se governar é entregar tudo à partidos políticos, então votem em quem está fazendo ""alianças.""","6668"
"A causa do descrédito da classe política.","7058"
