"title","views"
"Jornada de Lutas da UBES - Edson Luís e Marielle Franco, presentes!","41"
"Boletim Nossa Voz 23/03/18","378"
"Boletim Nossa Voz 16 03 2018","48"
"Vem aí... UNE Volante!","152"
"Boletim Nossa Voz 09/03/2018","46"
