"title","views"
"Guilherme Boulos | Por que ocupamos?","118"
"Vamos com Guilherme Boulos e Sonia Guajajara em Belo Horizonte","59"
"Guilherme Boulos | Entrevista para TV Folha","275"
"Vamos com Guilherme Boulos e Sonia Guajajara em Belo Horizonte","54"
"Guilherme Boulos | Entrevista no programa Nocaute com Fernando Morais","111"
