"title","views"
"Reunião Comissão de Relações Exteriores e Defesa Nacional.19.04.2018","25"
"Discurso do Sen  Fernando Collor 17.04.2018","47"
"Reunião Comissão de Relações Exteriores e Defesa Nacional 16.04.2018","8"
"Reunião Comissão de Relações Exteriores e Defesa Nacional 12 04 2018","23"
"Ciclo de Painéis de Debates.O Brasil e a Ordem Internacional.02.04.2018","11"
