"title","views"
"Desembargadores do TRF-4 e seus familiares estão sofrendo ameaças. Isso é inaceitável!","545"
"Lula persegue a Justiça enquanto reclama de perseguição","234"
"Nelson Nahim, condenado por estupro em primeira instância, assumirá vaga de deputado na Câmara","219"
"Lula botou a culpa de tudo na Marisa.","155"
"Desembargador Victor Laus, não ceda às pressões por adiamento","385"
