"title","views"
"Gilmar Mendes o togado mais do que imundo...Cadeia Nele - (Marcello Reis)","501"
"Aécio Neves o Brasil precisa saber quem mandou roubar  (Marcello Reis)","412"
"Eleições 2018 sem VOTO IMPRESSO é GOLPE com Felipe Gimenez -Nilton Cacaos  | (Marcello Reis)","369"
"Gleisi Hoffmann quando sair da prisão já tem proposta de emprego de Oscar Maroni (Marcello Reis)","707"
"Gleisi Hoffmann convoca terroristas pela TV Al Jazeera - Cadeia nela (Marcello Reis)","748"
