"title","views"
"Cenário das ELEIÇÕES 2018 - Por Renan Santos","13671"
"MBL NEWS | 26/04/2018 | Kim dá na goela dos esquerdistas da ESPM - ""TUDO MACHÃO DE INTERNET""","14774"
"A Polêmica sobre Kanye West e Donald Trump!","8240"
"Antonio Palocci assina acordo de delação premiada com a Policia Federal!","5672"
"NOVIDADE: Você conhece o MBL Internacional?","1419"
