"title","views"
"Brasilia, 58 anos!","43"
"Em resposta a Renan Calheiros","32504"
"Cristovam defende fim de sigilos bancário e fiscal  para políticos eleitos","47"
"Golpe   corrupção governo Temer","57"
"O que vai fazer se for eleito","52"
