"title","views"
"Mas e o Aécio? Holiday responde!","6388"
"Chega de impunidade! Conheça o pacote anti-crime do MBL","12701"
"Manuela D'ávila diz que ""cubanos têm escolha""","16590"
"Paraguai elege presidente conservador! MBL NEWS 23/04/2018","15251"
"MBL - CAST: ELEIÇÕES 2018","4932"
