"title","views"
"Vamos com Guilherme Boulos e Sonia Guajajara em Belo Horizonte","33"
"Guilherme Boulos | Entrevista para TV Folha","144"
"Vamos com Guilherme Boulos e Sonia Guajajara em Belo Horizonte","46"
"Guilherme Boulos | Entrevista no programa Nocaute com Fernando Morais","99"
"Guilherme Boulos | Em defesa da democracia brasileira | Lisboa, Portugal","782"
