"title","views"
"Presidente Michel Temer cria conselhos dos técnicos industriais e agrícolas","2"
"Presidente Michel Temer sanciona projeto de lei para segurança pública","34"
"Presidente Michel Temer defende união para manter conquistas no País","100"
"Diplomacia fortalece a voz do Brasil no mundo, destaca presidente Michel Temer","54"
"Decreto permitirá estudos sobre modelo de capitalização da Eletrobras","37"
