"title","views"
"GILBERTO CARVALHO PROCESSA CARLA ZAMBELLI E PERDE FEIO!","999"
"O GILMAR HOJE É NOSSO ALIADO - DIZ DEPUTADO WADIH DOMOUS DO PT","898"
