"title","views","likes","dislikes","comments","favorites","url"
"II ENCONTRO DE JOVENS FEMINISTAS DA UJS","65","7","5","0","0","https://www.youtube.com/watch?v=RlTrkMgoNwE"
"Ocupa o Poder","290","45","3","1","0","https://www.youtube.com/watch?v=ZRKJqlzJV0g"
